time flux flux_err airmass entropy width x y fwhm compcounts g/r r/i i/z flux_cor_med flux_cor_sd planets_x_med planets_x_sd summodel_x_med summodel_x_sd
2394.755279378034 6.625381570756428 1.2537807904946154 -0.5027085579461283 -1.2923766445283034 -1.8629824671390534 -0.41250668148543007 1.2618976403603834 0.903047427051861 0.1251524210775215 0.5045323494944881 0.6870317376893937 0.23930103652335197 8.329866737055115 0.160474137276869 0.0 0.0 8.329866737055115 0.160474137276869
2394.7555578607135 7.029869283773804 1.2358108406562813 -0.5032193857591509 -0.960665672020714 -1.957681999483385 -0.43671512369577536 1.2540610652078594 0.7801275127491103 -0.005385661919567115 0.5052469553997042 0.699323886787632 0.24589134089389922 8.319423410625516 0.16755286560939223 0.0 0.0 8.319423410625516 0.16755286560939223
2394.7558479425497 7.264557462113297 1.2052039583509895 -0.5037219074288729 -1.163583600615687 -1.8971091511239513 -0.4815289039276177 1.2821998231103622 1.0581771182846162 0.4988680944377034 0.50589271229627 0.7121227412272939 0.2515939154465595 8.451837466694068 0.17700537929970164 0.0 0.0 8.451837466694068 0.17700537929970164
2394.756126425229 7.87953397417529 1.201204195322457 -0.5042119698836433 -1.3368456946361933 -1.9990756566451537 -0.47796243846901987 1.242564864389074 0.9392248964728628 -0.02524405833506241 0.5062823455148215 0.7244168697654453 0.25572805405954624 8.175130177448567 0.15364918136966282 0.0 0.0 8.175130177448567 0.15364918136966282
2394.7564049079083 7.560054638725555 1.1810894450195475 -0.504689573123461 -1.548196226040606 -2.038222118092957 -0.5508341228578761 1.2810850206584603 1.1869515353661988 -0.0019264012595679374 0.5064185861805199 0.7362523119602083 0.2583166477220998 8.122649707323873 0.15186372289736477 0.0 0.0 8.122649707323873 0.15186372289736477
2394.756694890093 7.792429150468294 1.1540185851017986 -0.5051588702199782 -1.4575884711777913 -2.196750851845203 -0.571486656531909 1.3060506668253513 1.35293693183053 0.41123170839008516 0.5063005679766462 0.7476685944482091 0.2593606450162024 8.362198968825123 0.15706157027762846 0.0 0.0 8.362198968825123 0.15706157027762846
2394.757019669749 8.149060982319378 1.1399904307118733 -0.5056863103196035 -1.8785726309595157 -2.2401498190711715 -0.6227466354508416 1.3493116181065432 1.2031349767493082 0.250417046956873 0.5058502217475166 0.7602092974370215 0.2586394086355727 8.183900124833805 0.15046566870021297 0.0 0.0 8.183900124833805 0.15046566870021297
2394.757298152894 7.76196909673077 1.123759508277249 -0.5061348420578676 -1.7944099875338262 -2.2043065272492255 -0.70137139891513 1.3566555419002686 1.1451629231871623 0.3111046641979191 0.5051895487137318 0.7705610856574854 0.2563610664996279 8.162372298282062 0.15101738272322365 0.0 0.0 8.162372298282062 0.15101738272322365
2394.7575767352246 8.463834641839751 1.111644284031404 -0.5065667615095298 -1.527562680657172 -2.3367454227991704 -0.7240534343626297 1.3852272339855287 1.268255345859089 0.2667451023336638 0.504269882257493 0.7805262388951931 0.2525154826648178 8.197936819504136 0.14917135842888793 0.0 0.0 8.197936819504136 0.14917135842888793
2394.7578668175265 8.243306128823402 1.105731590858791 -0.5069903748178907 -1.5992934753441221 -2.2473803793545377 -0.7835630714061884 1.431542906013014 1.5997871665983336 0.07675832905461812 0.5030996236631589 0.7899966796244358 0.24713520206391326 8.00508142398935 0.1461156057834178 0.0 0.0 8.00508142398935 0.1461156057834178
