time flux flux_err airmass entropy width x y fwhm compcounts g/r r/i i/z flux_cor_med flux_cor_sd planets_x_med planets_x_sd summodel_x_med summodel_x_sd
2394.755437034648 19.426322915456318 1.0446681567407337 -0.5075214600689191 -0.7894811870634085 -1.6874499594262524 -0.2318866338140197 1.2785960427589917 0.6969112422545918 0.4478965166060408 0.5069965152602347 0.6874069905024685 0.24806018006915906 20.760130851616573 0.1552509071737003 0.0 0.0 20.760130851616573 0.1552509071737003
2394.755922604818 19.848517555575597 0.9988641842396894 -0.5083819031815645 -0.6835389930701089 -1.6690523242126993 -0.27542260228320087 1.28266651421697 0.28784153555953135 0.4289762027578567 0.5081142199505281 0.7092032128560499 0.257965947083438 20.85535240449893 0.167495590594166 0.0 0.0 20.85535240449893 0.167495590594166
2394.7564156739973 20.30039546830187 0.950528333861703 -0.509213527625364 -0.961676479858229 -1.7714630312945003 -0.33449015989198067 1.3079450642224884 0.17418457455076503 0.522380826687119 0.5085082646258192 0.7298633816093524 0.2633964826816948 20.976638242097106 0.14091948418467676 0.0 0.0 20.976638242097106 0.14091948418467676
2394.7569005438127 21.33433801114282 0.9218337179230254 -0.510008099494936 -0.9885018873761134 -1.9237346591187485 -0.38001865780785776 1.3617773508077768 0.11552943092900328 0.3735662676987393 0.5081470291309943 0.7490757567799234 0.2642079013880933 21.14774862144543 0.14659857060899872 0.0 0.0 21.14774862144543 0.14659857060899872
2394.7573934132233 21.317557895882857 0.8775642168625521 -0.510773852695663 -1.1891509528538395 -1.9574598448189495 -0.4779715423122705 1.3930583258809166 -0.08506136321063834 0.4896152532779127 0.507027552529201 0.766997816331512 0.26040685415354264 21.210628914125614 0.13265973032995573 0.0 0.0 21.210628914125614 0.13265973032995573
2394.7578785833903 21.697834421765982 0.8441894630301331 -0.5115107872275452 -0.8091747632435721 -1.9944889296457824 -0.5409114507212418 1.4458322220375734 -0.31580799094313405 0.5157916795220632 0.5051451601477199 0.7835803948208487 0.25195865053966643 21.327879572221498 0.1770219708604456 0.0 0.0 21.327879572221498 0.1770219708604456
2394.7583712525666 21.47506322622794 0.8128862456424847 -0.5122189030905833 -1.2227803207487784 -1.8877907780819723 -0.6129707651637244 1.497219097129132 -0.2029774220509169 0.5064037221407217 0.5025136747220205 0.7987263725518468 0.23892906779010067 21.254112036446415 0.12973210721762365 0.0 0.0 21.254112036446415 0.12973210721762365
2394.75886372244 21.813530547303507 0.7852657597122067 -0.512889966379392 -0.6587213011633722 -1.6840266116389015 -0.6485687726750116 1.5096713774675132 -0.6065091797657437 0.4927059383892931 0.49911927351664787 0.8125328692206907 0.22125232866124864 21.212786079342393 0.16887840201539986 0.0 0.0 21.212786079342393 0.16887840201539986
2394.7593493922614 21.96057365048687 0.7610978345232137 -0.513528094046665 -1.1024114541274421 -1.5959395780014354 -0.6813666685973812 1.5353209640891439 -0.9188386581910829 0.4718278631898407 0.49497581116785105 0.8249435319348443 0.19900058276790794 21.12433642252519 0.13051548831307028 0.0 0.0 21.12433642252519 0.13051548831307028
2394.759841761552 21.988383622620013 0.7420703886601333 -0.5141332860924004 -1.2311040974909166 -1.7301642922117342 -0.6955026991228219 1.58336806987004 -0.5920697537109554 0.39646853484903705 0.490080313755664 0.8357996918374725 0.17268014440233098 21.205329606612537 0.12965630566715822 0.0 0.0 21.205329606612537 0.12965630566715822
2394.7603632290848 21.80160412442156 0.7170585041788261 -0.5147508289962129 -1.4335291226667313 -1.8478085157281203 -0.6985893567113252 1.585561621256427 -0.6947798236733984 0.4412665562176035 0.48430773679541805 0.8415380327398351 0.1518494122507807 21.24098219337838 0.1366951136396203 0.0 0.0 21.24098219337838 0.1366951136396203
2394.7608554987237 21.721752119345794 0.6970336518793745 -0.5152942667515676 -1.0630371559013196 -1.556478315125246 -0.7051491906033537 1.61035636615178 -0.9610295281059319 0.4642178894211521 0.4784762466224846 0.8400900030057457 0.14297157606592767 21.04808296776249 0.12646115150604464 0.0 0.0 21.04808296776249 0.12646115150604464
