time phi flux flux_err smear deltaT bg sin_phi cos_phi flux_cor_med flux_cor_sd planets_x_med planets_x_sd summodel_x_med summodel_x_sd
2333.8009941736236 81.25715930453003 -0.45508685046946606 0.223816388675509 0.015187261101314312 -1.5185303688049316 0.21359063412920418 0.9569213169891527 1.4594917579031033 -0.3031337341459592 0.04965566348958855 0.0 0.0 -0.3031337341459592 0.04965566348958855
2333.801480585709 79.47898704640971 -0.010096764823108728 0.2239459858311988 0.008955972791212751 -1.1819435358047485 0.2933234523693177 0.9504841831535962 1.5349043891347245 -0.2946485470022598 0.04962628815743992 0.0 0.0 -0.2946485470022598 0.04962628815743992
2333.8019669861533 77.67618470019312 -0.21174461959472257 0.22405280454739285 6.511786055722037e-06 -1.5185303688049316 0.4205430960920294 0.9427595478807136 1.6109187527512332 -0.2813476715291655 0.04949888821729976 0.0 0.0 -0.2813476715291655 0.04949888821729976
2333.802453398239 75.84398422748797 -0.09175691525431517 0.22430667688812528 -0.004928800224312466 -0.3381426930427551 0.6581506414814158 0.9336805443962164 1.6876386637333003 -0.25783902567042927 0.04920953944860951 0.0 0.0 -0.25783902567042927 0.04920953944860951
2333.8029398103245 73.9780869360298 -0.12923467433245683 0.22557744074908503 -0.002761964521816748 -0.5072140693664551 1.921372719602972 0.923171414767886 1.7651356110453233 -0.1346570729249666 0.05014392092031127 0.0 0.0 -0.1346570729249666 0.05014392092031127
2333.803426211234 72.07436118690708 0.05470730498169374 0.2280786924660873 -0.00031675182964921477 -1.5185303688049316 4.40063467744027 0.9111470499199492 1.8434596308231166 0.1065025277661969 0.06642815788576033 0.0 0.0 0.1065025277661969 0.06642815788576033
2333.803912622854 70.12765599169057 -0.8462092592984582 0.23436552088091395 -0.005960934189936688 -1.5185303688049316 10.900731812310338 0.8975048513835222 1.9226852717884682 0.7362633386466333 0.14303608141577107 0.0 0.0 0.7362633386466333 0.14303608141577107
2333.8350427169353 262.3530578774981 -0.1559932200949632 0.22365376487094163 0.0064778228290157495 -1.0133907794952393 0.020944696666254974 -1.497044227839467 0.756864284744784 -0.11543079431067074 0.04033837241402625 0.0 0.0 -0.11543079431067074 0.04033837241402625
2333.8355291294865 260.59361795927276 -0.312247016742484 0.22362920040219675 0.0034899058192535515 -1.6865644454956055 0.013683335210596339 -1.4914000243781067 0.6820156457940542 -0.11368625218839679 0.039878343727125 0.0 0.0 -0.11368625218839679 0.039878343727125
2333.8360155299306 258.81254368062724 0.05792421420092175 0.22367251672991034 0.004612637710144685 -1.0133907794952393 0.016285072305144078 -1.4845118835631192 0.60663381700583 -0.11115107891198697 0.03940418885237121 0.0 0.0 -0.11115107891198697 0.03940418885237121
2333.8365019415505 257.0051409336052 0.14907022830712435 0.22367176174384454 0.01890869647322242 -0.6757667660713196 0.0056677005890042745 -1.4763206933583122 0.5306103964840746 -0.10965607000182326 0.03895817857867616 0.0 0.0 -0.10965607000182326 0.03895817857867616
2333.8369883424602 255.1669532415836 -0.16112262207590433 0.22364166958951529 0.026338774498733817 -1.3499776124954224 0.009584621886210908 -1.4667572307548657 0.4538581723985789 -0.10678991270915385 0.038501167079420896 0.0 0.0 -0.10678991270915385 0.038501167079420896
2333.837474754546 253.29373587129845 -0.06992115117943065 0.2236496655916017 0.01763225873268829 0.0 0.007488930977024544 -1.4557427402665009 0.37631191325023744 -0.10484306136961177 0.03808725770429091 0.0 0.0 -0.10484306136961177 0.03808725770429091
2333.8379611661658 251.38129925245954 -0.0921440877810209 0.22364349861381766 0.012538189007123574 -1.3499776124954224 0.003908911293913516 -1.4431885497867245 0.2979238969271096 -0.10307887789398093 0.03768834315449992 0.0 0.0 -0.10307887789398093 0.03768834315449992
2333.8384475670755 249.42480432944654 -0.19485247399364525 0.22362442784980802 -0.0035167336391490754 -0.3381426930427551 -0.003807817979241271 -1.4289909287355358 0.21863784816120124 -0.10180589273530488 0.03732621023300205 0.0 0.0 -0.10180589273530488 0.03732621023300205
2333.838933979161 247.4196705305331 -0.2173251902913842 0.22362528775937499 -0.011576909356312141 -1.6865644454956055 -0.0005321282405160021 -1.4130364320884417 0.13842942535725566 -0.09948990708962561 0.03695626563347807 0.0 0.0 -0.09948990708962561 0.03695626563347807
2333.839420390781 245.360450318402 -0.31808227772989195 0.2236049176483791 -0.011157360313848732 -1.3499776124954224 -0.009692429900089523 -1.3951927817749266 0.05726467890973247 -0.09831191653599741 0.03661295732573322 0.0 0.0 -0.09831191653599741 0.03661295732573322
2333.8399067916907 243.24214264153267 -0.2645725618315442 0.22360951513378444 -0.010559408262999122 0.0 -0.011060408858387208 -1.3753187752082223 -0.024843132019832695 -0.0963094279100126 0.036278980607767436 0.0 0.0 -0.0963094279100126 0.036278980607767436
2333.8403932037763 241.0596444233334 0.07935251660917686 0.22364502663967148 -0.009953093006207406 -0.3381426930427551 -0.013091107216639305 -1.3532604729107514 -0.10785158242193814 -0.0945376017510012 0.035968385291325275 0.0 0.0 -0.0945376017510012 0.035968385291325275
2333.8408796037547 238.8072925308416 -0.3891230501111842 0.22359538896845058 -0.01125264589147421 -1.3499776124954224 -0.011448579352505785 -1.3288462063716004 -0.19170116133025245 -0.09242945916856014 0.035681556908505156 0.0 0.0 -0.09242945916856014 0.035681556908505156
