time phi flux flux_err smear deltaT bg sin_phi cos_phi flux_cor_med flux_cor_sd planets_x_med planets_x_sd
2333.279005483724 285.0817893753676 -0.9349362483042079 0.22391307578015981 -0.010504807766303175 -1.0701388120651245 0.2971616144732332 -0.7943460002859982 1.7500777145873276 -0.9844220415833048 0.05265158755765734 0.0 0.0
2333.2794918962754 283.2530101016475 -1.0488584260731626 0.22383601461168018 -0.010830417489820292 -1.2037519216537476 0.20421421545063317 -0.8041394728783791 1.6733992841483443 -0.9895907102718726 0.05207760795051267 0.0 0.0
2333.2799782967195 281.4536944469484 -1.1194789700957886 0.22379802574384144 -0.01046290663867974 -1.4701560735702515 0.16042275954545335 -0.812562004402662 1.597391068480786 -0.9911028512121153 0.05140340771950113 0.0 0.0
2333.280464708805 279.67924592029993 -1.2251238749096949 0.2237631014328732 -0.005134245705330342 -0.26804858446121216 0.12689827667871784 -0.81968150835475 1.5219577759892533 -0.991667504823964 0.050723560330321764 0.0 0.0
2333.2809511213563 277.9261598619075 -1.198828313084488 0.22374554791866988 -5.769052517618487e-05 -0.8033235669136047 0.09760360175536026 -0.8255514096072505 1.4470399752398035 -0.9921131646490917 0.050053982826675635 0.0 0.0
2333.281437522266 276.19020592972237 -1.2147599458283143 0.22372738068181217 0.004607786877538218 -1.8693511486053467 0.0738968925735655 -0.8302185818093011 1.3725389084886417 -0.9919597854604216 0.04938934755392804 0.0 0.0
2333.2819239348173 274.4675795998016 -0.6400394384515895 0.22378090263668163 0.0071172748438072244 -1.6033581495285034 0.060247101335289745 -0.8337190305299442 1.2983672131413966 -0.9909836727240653 0.048715535540462006 0.0 0.0
2333.282410346903 272.75431606759247 -1.0150580379181262 0.2237388308954389 0.007429952210173161 -1.6033581495285034 0.05883066210972382 -0.8360799435873116 1.2244254999180153 -0.9891438562370194 0.048027328831282995 0.0 0.0
2333.2828967478126 271.0468360385477 -0.012987391531660286 0.22383912475996928 0.008921229474772427 -1.7361490726470947 0.04504326106006384 -0.8373189783434084 1.1506274038178637 -0.9882747597305477 0.0473967617943174 0.0 0.0
2333.283383159898 269.3413885478114 -0.8777898181914212 0.22374375750703418 0.014380944243159105 -1.6033581495285034 0.044180064586683714 -0.837445397489097 1.0768770001300734 -0.9864650488313307 0.046751729165933155 0.0 0.0
2333.2838695724495 267.6342640234622 -1.2219108965528802 0.22370484248712466 0.017777697729951705 -1.3369539976119995 0.042392800965344445 -0.8364597111809722 1.0030793661412798 -0.9847524680542874 0.04613230369234209 0.0 0.0
2333.2843559728935 265.92159690795705 -1.0435589323770644 0.22372264351567786 0.017860299797988973 -2.400514841079712 0.04003407553457315 -0.8343535039935241 0.9291334346823206 -0.9830572486031279 0.045537409732630554 0.0 0.0
2333.284842385445 264.19962672061337 -0.2009376602671864 0.22380744543880568 0.014309674834909686 -2.400514841079712 0.029126349562894442 -0.8311094902138665 0.8549446880690832 -0.9821208983058429 0.04498552945067547 0.0 0.0
2333.2853287975304 262.4649469085413 -1.081486485405625 0.2237074255882419 0.010709707514494468 -1.6033581495285034 0.02392239689302973 -0.8267025489140352 0.7804372093022812 -0.9809181537779704 0.044442841778412435 0.0 0.0
2333.2863016105257 258.9408242416477 -0.3396451159316527 0.2237860094708951 0.002810464547388596 -1.7361490726470947 0.019997930830527935 -0.8142470379461574 0.6300591856972821 -0.9782535147632974 0.04341653000541815 0.0 0.0
2333.2867880114354 257.1436797765952 -1.187130365834843 0.2236863080961431 0.007906415566081543 -1.7361490726470947 0.010305938516426864 -0.8061000779041495 0.5540296906654423 -0.9774951573746422 0.04295591529877274 0.0 0.0
2333.2872744239867 255.31725471250655 -1.013238476711753 0.2237037864560556 0.021463948164182775 -2.1349329948425293 0.008099546448104612 -0.7965885028864781 0.47731757012464554 -0.9760231702426969 0.04250813492863216 0.0 0.0
2333.2877608360723 253.45775428606902 -1.1660948057357068 0.2236865621857815 0.02444961062760793 -1.7361490726470947 0.007268661812508314 -0.7856388569766037 0.39987229330703267 -0.9744468523045876 0.04208695764443563 0.0 0.0
2333.288247236982 251.5602260188386 -0.9318055547786752 0.22370419450281473 0.01651507312587494 -0.9369367361068726 -0.00423580015330687 -0.7731605696839291 0.32160974899485284 -0.973733161376948 0.04170993860977981 0.0 0.0
2333.2887336490676 249.6201580855215 -0.9193511228899887 0.22370625351810708 0.009901408410002888 -2.1349329948425293 -0.0032604693479338395 -0.7590541433014419 0.2424820017066611 -0.9719591996702622 0.04134717259195777 0.0 0.0
2333.289220061619 247.63314679921285 -0.9366439273414962 0.22369483618652952 -0.006657532572064587 -1.6033581495285034 -0.016930630262796943 -0.7432099583312716 0.1624657912536311 -0.9714318042658799 0.04103285862831227 0.0 0.0
