time flux flux_err airmass entropy width x y fwhm compcounts g/r r/i i/z flux_cor_med flux_cor_sd planets_x_med planets_x_sd summodel_x_med summodel_x_sd
2394.755360495299 5.44769056637584 1.500366422138935 -0.5027887253942424 -0.3319711089918736 -1.384543751687749 -0.41469015828199995 1.2648836230213658 -0.1352313361938689 1.2073427051304384 0.5049785091491623 0.6956652397477496 0.23683044021175098 6.835086796213061 0.2034569804494542 0.0 0.0 6.835086796213061 0.2034569804494542
2394.7556854751892 4.860297996665208 1.4950257380733927 -0.503379433230667 -0.848414112277077 -1.4186127170986238 -0.46238983710996995 1.2629635692588006 0.042038327883069056 0.6330556197543948 0.5058334691545278 0.7104959248903194 0.24431189444971055 6.778587417551058 0.20105835926962473 0.0 0.0 6.778587417551058 0.20105835926962473
2394.756010354962 4.909495345626347 1.4696391987481439 -0.5039575728152521 -0.5703690811746509 -1.3315400425525095 -0.4756230544590833 1.2568032689143116 0.05833371205460677 1.0633039836821028 0.5064288203533822 0.7251267654696175 0.24999372601262604 6.692171206758494 0.20080409284595113 0.0 0.0 6.692171206758494 0.20080409284595113
2394.756346733775 6.0660068201217054 1.4564703887235184 -0.5045189547307192 -1.0654957183065008 -1.5100373287104332 -0.5257239877246537 1.2752699318709317 -0.035323946069961705 0.8054057480206427 0.5066811390453456 0.7391775035628075 0.2535905905050457 6.691705887289409 0.19811585020489703 0.0 0.0 6.691705887289409 0.19811585020489703
2394.756671613548 5.843436481592246 1.447179061650589 -0.5050719578116258 -1.477256196693787 -1.6046488364060691 -0.5787470644463837 1.3085862952913676 0.02185486159213788 0.2851381694763074 0.5065888867124481 0.752562464530643 0.25508055597826496 6.67468705461419 0.19776953668499603 0.0 0.0 6.67468705461419 0.19776953668499603
2394.7569963936694 6.245066302498659 1.4169639586496439 -0.5056040138061354 -1.0658261073737765 -1.6878672612962284 -0.6132808675766563 1.3538336147885575 -0.5270789723290192 0.9743732319404906 0.506155212675497 0.7652873543752131 0.2544828217222951 6.661762817608995 0.19841791116329607 0.0 0.0 6.661762817608995 0.19841791116329607
2394.7573212734424 6.765523699801879 1.4112574743056399 -0.5061318803833657 -1.5289787248877262 -1.616409529230086 -0.7086030199571665 1.3591101110598378 -0.11941404211997635 0.5013737531222164 0.5053745514026657 0.7774664201886307 0.2517822874167348 6.612212681211725 0.1980825436676424 0.0 0.0 6.612212681211725 0.1980825436676424
2394.7576578524895 7.129043743703267 1.3909921388788558 -0.5066346104569185 -1.0462591070824236 -1.673632270270464 -0.7488278651499083 1.3947653854610622 -0.24591399390002835 0.7905070716040007 0.5042485105135028 0.7890196869627721 0.24697620090509567 6.60833591641356 0.19914528768913128 0.0 0.0 6.60833591641356 0.19914528768913128
2394.7579827322625 6.680795595483069 1.373799525791151 -0.5071331511131911 -0.8920218758261279 -1.5103766610352398 -0.7884194656793456 1.4181251599208773 0.00289062105222687 1.0615849604720629 0.5027770899580462 0.7999471552102404 0.24006456197420448 6.5480966948913055 0.1988542014017953 0.0 0.0 6.5480966948913055 0.1988542014017953
2394.758307612501 6.8903562196809265 1.3668493205003769 -0.5076065552657864 -1.2220070661458724 -1.5192728234839985 -0.8551718103700239 1.4472210995991528 -1.3681296959922735 0.5591755079709003 0.5009602897574438 0.8102488246677907 0.231047370707206 6.545778759553459 0.19979831962635283 0.0 0.0 6.545778759553459 0.19979831962635283
2394.758632492274 6.873350160696345 1.3503151479139033 -0.5080757700011014 -0.8984716777954797 -1.5873909599201337 -0.8758604031142345 1.4857837647485368 -0.9866425986799829 0.9641489523622316 0.49880522681400197 0.819896146773366 0.21996173781800848 6.569356685980856 0.20141388889056616 0.0 0.0 6.569356685980856 0.20141388889056616
