time flux flux_err airmass entropy width x y fwhm compcounts g/r r/i i/z flux_cor_med flux_cor_sd planets_x_med planets_x_sd summodel_x_med summodel_x_sd
2394.755337348208 10.858831182013473 0.8642754185064307 -0.5024402325096365 -0.6335039125010424 -1.24667361646763 -0.3476475913120584 1.2910440335995352 1.607798622702006 0.6823841573717753 0.5047979206181504 0.6959186529352381 0.2346204259255378 12.546690152954572 0.11257760072980955 0.0 0.0 12.546690152954572 0.11257760072980955
2394.755639129784 11.401784610286958 0.848367289014787 -0.5029943019389705 -1.262518006512275 -1.3356531681464958 -0.3866981093578368 1.2836295827954545 1.4319751318996747 0.6728331589200377 0.5056029709651721 0.7097395133588237 0.24173055481464292 12.624495116950296 0.11166312936176288 0.0 0.0 12.624495116950296 0.11166312936176288
2394.7559524104 11.528914424862702 0.830338075590924 -0.5035357788812734 -1.1850967171355309 -1.2577881665708754 -0.40051894430265733 1.288421678673003 0.9464882807442856 0.786862767159782 0.506214905539622 0.7235600609260945 0.24738357815719533 12.62895374811206 0.11217045186245034 0.0 0.0 12.62895374811206 0.11217045186245034
2394.7562539917417 12.311015750816612 0.8160870429213264 -0.5040688608322235 -1.1331454681670308 -1.4973225090091644 -0.43656029135109925 1.2907394931692864 1.1600199364863073 0.8018063822259485 0.5065256088060271 0.7368346669480189 0.2512008819506597 12.77136718232762 0.11074626653769852 0.0 0.0 12.77136718232762 0.11074626653769852
2394.756567271892 11.84614385982452 0.806210745861931 -0.5045935477918206 -0.7556744528619743 -1.3550404799743325 -0.4955831293307483 1.3258135059708396 1.1360642969350512 0.695061951458637 0.5065350807791633 0.7495633320558309 0.2531824663766924 12.745992906815912 0.11110153790380714 0.0 0.0 12.745992906815912 0.11110153790380714
2394.7568688532338 12.487577521788307 0.7935505261414978 -0.505097247273033 -1.1977758295439764 -1.540647151613333 -0.515673963074469 1.3590779397864137 1.074683983546669 0.7365150382502367 0.506244765509919 0.7617071322369798 0.2533308443798446 12.861869083967377 0.1104661556593159 0.0 0.0 12.861869083967377 0.1104661556593159
2394.7571705346927 13.234562250024728 0.7891095066584138 -0.5055883542672158 -1.3700106653617867 -1.636788010006467 -0.6049240051409938 1.3830523871946843 0.8869910666255859 0.5363619131921762 0.5056527592909713 0.7733456989946582 0.25164698893106535 12.937474394914318 0.11053571343713371 0.0 0.0 12.937474394914318 0.11053571343713371
2394.7574838153087 13.0110966557071 0.778504086997318 -0.5060626712786903 -1.359652615082994 -1.4071367760406783 -0.6296496780057663 1.3900143492969612 1.117493705567789 0.5394873225832143 0.5047595217926032 0.7844383242587791 0.24812741410761383 12.86946387815433 0.11022019708761237 0.0 0.0 12.86946387815433 0.11022019708761237
2394.757785596419 13.380290141162376 0.7648496091836572 -0.5065411857858431 -1.5337386096878238 -1.5781429704986019 -0.710511711429681 1.4403732600728263 1.3061384342450661 0.6734971402281382 0.5035562551335336 0.795052145373799 0.24273107951167971 12.975853579073359 0.10997499748311185 0.0 0.0 12.975853579073359 0.10997499748311185
2394.758087277878 13.037452901609736 0.7571606799293626 -0.5069945153189345 -1.5889262048727741 -1.515573105485519 -0.7123366151132051 1.4230911230695475 1.3648685547920618 0.6100529512981192 0.5020585861763488 0.8050493201911504 0.2355280674957556 12.978273164982168 0.1096181101069068 0.0 0.0 12.978273164982168 0.1096181101069068
